M1,F1
M1,F2
M1,F3
M1,F4
M2,F1
M2,F2
M2,F3
M2,F5
M2,F1
M3,F2
M3,F6
M3,F7
M4,F1
M4,F2
M4,F6
M5,F6
M5,F7
M5,F8
M5,F9
M5,F10
M6,F8
M6,F9
M7,F11
M7,F7
M7,F9
M8,F11
M8,F12
M8,F3
M9,F11
M9,F12
M9,F5
M10,F11
M10,F9
M10,F7
